     44.800000	      0.781381
     56.800000	      0.681254
     59.800000	      0.627379
     62.800000	      0.572096
     74.800000	      0.440294
     79.800000	      0.384134
     84.800000	      0.336203
     96.800000	      0.270190
     99.800000	      0.244047
    102.800000	      0.217530
    114.800000	      0.174522
    119.800000	      0.156648
    124.800000	      0.143651
    129.800000	      0.134892
    134.800000	      0.129972
    139.800000	      0.129501
    144.800000	      0.129057
    149.800000	      0.128039
    154.800000	      0.127851
    159.800000	      0.128469
    164.800000	      0.129768
    176.800000	      0.130833
    179.800000	      0.130729
    182.800000	      0.131342
    194.800000	      0.131452
    226.800000	      0.133290
    254.800000	      0.138981
    286.800000	      0.163118
    314.800000	      0.171505
    344.800000	      0.161890
    376.800000	      0.193759
    404.800000	      0.159079
    434.800000	      0.178082
    466.800000	      0.170626
    494.800000	      0.180855
    524.800000	      0.171606
    556.800000	      0.180789
    584.800000	      0.179816
    614.800000	      0.213200
    642.800000	      0.272552
    674.800000	      0.299420
    704.800000	      0.318293
    734.800000	      0.331491
    764.800000	      0.338732
    796.800000	      0.361007
    824.800000	      0.389107
    854.800000	      0.410095
